n,N,bound of B.3,bound of B.4,k
80,2650,4,3,3
80,2651,4,3,3
80,2652,4,3,3
80,2653,4,3,3
80,2654,4,3,3
80,2655,4,3,3
80,2656,4,3,3
80,2657,4,3,3
80,2658,4,3,3
80,2659,4,3,3
80,2660,4,3,3
80,2661,4,3,3
80,2662,4,3,3
80,2663,4,3,3
80,2664,4,3,3
80,2665,4,3,3
80,2666,4,3,3
80,2667,4,3,3
80,2668,4,3,3
80,2669,4,3,3
80,2670,4,3,3
80,2671,4,3,3
80,2672,4,3,3
80,2673,4,3,3
80,2674,4,3,3
80,2675,4,3,3
80,2676,4,3,3
80,2677,4,3,3
80,2678,4,3,3
80,2679,4,3,3
80,2680,4,3,3
80,2681,4,3,3
80,2682,4,3,3
80,2683,4,3,3
80,2684,4,3,3
80,2685,4,3,3
80,2686,4,3,3
80,2687,4,3,3
80,2688,4,3,3
80,2689,4,3,3
80,2690,4,3,3
80,2691,4,3,3
80,2692,4,3,3
80,2693,4,3,3
80,2694,4,3,3
80,2695,4,3,3
80,2696,4,3,3
80,2697,4,3,3
80,2698,4,3,3
80,2699,4,3,3
80,2700,4,3,3
80,2701,4,3,3
80,2702,4,3,3
80,2703,4,3,3
80,2704,4,3,3
80,2705,4,3,3
80,2706,4,3,3
80,2707,4,3,3
80,2708,4,3,3
80,2709,4,3,3
80,2710,4,3,3
80,2711,4,3,3
80,2712,4,3,3
80,2713,4,3,3
80,2714,4,3,3
80,2715,4,3,3
80,2716,4,3,3
80,2717,4,3,3
80,2718,4,3,3
80,2719,4,3,3
80,2720,4,3,3
80,2721,4,3,3
80,2722,4,3,3
80,2723,4,3,3
80,2724,4,3,3
80,2725,4,3,3
80,2726,4,3,3
80,2727,4,3,3
80,2728,4,3,3
80,2729,4,3,3
80,2730,4,3,3
80,2731,4,3,3
80,2732,4,3,3
80,2733,4,3,3
80,2734,4,3,3
80,2735,4,3,3
80,2736,4,3,3
80,2737,4,3,3
80,2738,4,3,3
80,2739,4,3,3
80,2740,4,3,3
80,2741,4,3,3
80,2742,4,3,3
80,2743,4,3,3
80,2744,4,3,3
80,2745,4,3,3
80,2746,4,3,3
80,2747,4,3,3
80,2748,4,3,3
80,2749,4,3,3
80,2750,4,3,3
80,2751,4,3,3
80,2752,4,3,3
80,2753,4,3,3
80,2754,4,3,3
80,2755,4,3,3
80,2756,4,3,3
80,2757,4,3,3
80,2758,4,3,3
80,2759,4,3,3
80,2760,4,3,3
80,2761,4,3,3
80,2762,4,3,3
80,2763,4,3,3
80,2764,4,3,3
80,2765,4,3,3
80,2766,4,3,3
80,2767,4,3,3
80,2768,4,3,3
80,2769,4,3,3
80,2770,4,3,3
80,2771,4,3,3
80,2772,4,3,3
80,2773,4,3,3
80,2774,4,3,3
80,2775,4,3,3
80,2776,4,3,3
80,2777,4,3,3
80,2778,4,3,3
80,2779,4,3,3
80,2780,4,3,3
80,2781,4,3,3
80,2782,4,3,3
80,2783,4,3,3
80,2784,4,3,3
80,2785,4,3,3
80,2786,4,3,3
80,2787,4,3,3
80,2788,4,3,3
80,2789,4,3,3
80,2790,4,3,3
80,2791,4,3,3
80,2792,4,3,3
80,2793,4,3,3
80,2794,4,3,3
80,2795,4,3,3
80,2796,4,3,3
80,2797,4,3,3
80,2798,4,3,3
80,2799,4,3,3
80,2800,4,3,3
80,2801,4,3,3
80,2802,4,3,3
80,2803,4,3,3
80,2804,4,3,3
80,2805,4,3,3
80,2806,4,3,3
80,2807,4,3,3
80,2808,4,3,3
80,2809,4,3,3
80,2810,4,3,3
80,2811,4,3,3
80,2812,4,3,3
80,2813,4,3,3
80,2814,4,3,3
80,2815,4,3,3
80,2816,4,3,3
80,2817,4,3,3
80,2818,4,3,3
80,2819,4,3,3
80,2820,4,3,3
80,2821,4,3,3
80,2822,4,3,3
80,2823,4,3,3
80,2824,4,3,3
80,2825,4,3,3
80,2826,4,3,3
80,2827,4,3,3
80,2828,4,3,3
80,2829,4,3,3
80,2830,4,3,3
80,2831,4,3,3
80,2832,4,3,3
80,2833,4,3,3
80,2834,4,3,3
80,2835,4,3,3
80,2836,4,3,3
80,2837,4,3,3
80,2838,4,3,3
80,2839,4,3,3
80,2840,4,3,3
80,2841,4,3,3
80,2842,4,3,3
80,2843,4,3,3
80,2844,4,3,3
80,2845,4,3,3
80,2846,4,3,3
80,2847,4,3,3
80,2848,4,3,3
80,2849,4,3,3
80,2850,4,3,3
80,2851,4,3,3
80,2852,4,3,3
80,2853,4,3,3
80,2854,4,3,3
80,2855,4,3,3
80,2856,4,3,3
80,2857,4,3,3
80,2858,4,3,3
80,2859,4,3,3
80,2860,4,3,3
80,2861,4,3,3
80,2862,4,3,3
80,2863,4,3,3
80,2864,4,3,3
80,2865,4,3,3
80,2866,4,3,3
80,2867,4,3,3
80,2868,4,3,3
80,2869,4,3,3
80,2870,4,3,3
80,2871,4,3,3
80,2872,4,3,3
80,2873,4,3,3
80,2874,4,3,3
80,2875,4,3,3
80,2876,4,3,3
80,2877,4,3,3
80,2878,4,3,3
80,2879,4,3,3
80,2880,4,3,3
80,2881,4,3,3
80,2882,4,3,3
80,2883,4,3,3
80,2884,4,3,3
80,2885,4,3,3
80,2886,4,3,3
80,2887,4,3,3
80,2888,4,3,3
80,2889,4,3,3
80,2890,4,3,3
80,2891,4,3,3
80,2892,4,3,3
80,2893,4,3,3
80,2894,4,3,3
80,2895,4,3,3
80,2896,4,3,3
80,2897,4,3,3
80,2898,4,3,3
80,2899,4,3,3
80,2900,4,3,3
80,2901,4,3,3
80,2902,4,3,3
80,2903,4,3,3
80,2904,4,3,3
80,2905,4,3,3
80,2906,4,3,3
80,2907,4,3,3
80,2908,4,3,3
80,2909,4,3,3
80,2910,4,3,3
80,2911,4,3,3
80,2912,4,3,3
80,2913,4,3,3
80,2914,4,3,3
80,2915,4,3,3
80,2916,4,3,3
80,2917,4,3,3
80,2918,4,3,3
80,2919,4,3,3
80,2920,4,3,3
80,2921,4,3,3
80,2922,4,3,3
80,2923,4,3,3
80,2924,4,3,3
80,2925,4,3,3
80,2926,4,3,3
80,2927,4,3,3
80,2928,4,3,3
80,2929,4,3,3
80,2930,4,3,3
80,2931,4,3,3
80,2932,4,3,3
80,2933,4,3,3
80,2934,4,3,3
80,2935,4,3,3
80,2936,4,3,3
80,2937,4,3,3
80,2938,4,3,3
80,2939,4,3,3
80,2940,4,3,3
80,2941,4,3,3
80,2942,4,3,3
80,2943,4,3,3
80,2944,4,3,3
80,2945,4,3,3
80,2946,4,3,3
80,2947,4,3,3
80,2948,4,3,3
80,2949,4,3,3
80,2950,4,3,3
80,2951,4,3,3
80,2952,4,3,3
80,2953,4,3,3
80,2954,4,3,3
80,2955,4,3,3
80,2956,4,3,3
80,2957,4,3,3
80,2958,4,3,3
80,2959,4,3,3
80,2960,4,3,3
80,2961,5,3,3
80,2962,4,3,3
80,2963,4,3,3
80,2964,4,3,3
80,2965,4,3,3
80,2966,4,3,3
80,2967,4,3,3
80,2968,4,3,3
80,2969,4,3,3
80,2970,4,3,3
80,2971,4,3,3
80,2972,4,3,3
80,2973,4,3,3
80,2974,4,3,3
80,2975,4,3,3
80,2976,4,3,3
80,2977,4,3,3
80,2978,4,3,3
80,2979,4,3,3
80,2980,4,3,3
80,2981,4,3,3
80,2982,4,3,3
80,2983,4,3,3
80,2984,4,3,3
80,2985,4,3,3
80,2986,4,3,3
